1,1
1,1
0.99999,1
0.99999,1
0.99998,1
0.99998,1
0.99997,1
0.99997,1
0.99996,1
0.99996,1
0.99994,1
0.99993,1
0.99992,1
0.9999,1
0.99988,1
0.99985,1
0.99984,1
0.99982,1
0.9998,1
0.99977,1
0.99975,1
0.99972,1
0.99968,1
0.99963,1
0.99959,1
0.99955,1
0.9995,1
0.99944,1
0.99938,1
0.9993,1
0.99923,1
0.99916,1
0.99908,1
0.99902,1
0.99893,1
0.99883,0.99999
0.99873,0.99999
0.9986,0.99999
0.99846,0.99999
0.99831,0.99999
0.99814,0.99998
0.99795,0.99997
0.99775,0.99997
0.99755,0.99997
0.99732,0.99997
0.99705,0.99997
0.9968,0.99997
0.9965,0.99995
0.99618,0.99994
0.99587,0.99994
0.99551,0.99993
0.99514,0.99993
0.99471,0.99993
0.99424,0.99992
0.99378,0.99992
0.99326,0.9999
0.99273,0.9999
0.99214,0.9999
0.99155,0.99988
0.99091,0.99987
0.99026,0.99986
0.9896,0.99986
0.98894,0.99984
0.9882,0.99983
0.9874,0.9998
0.98661,0.99979
0.98574,0.99978
0.98488,0.99978
0.98393,0.99977
0.98293,0.99975
0.98187,0.99973
0.98071,0.99973
0.97952,0.99972
0.97829,0.9997
0.97698,0.99968
0.97563,0.99963
0.97403,0.99958
0.97255,0.99954
0.97091,0.99951
0.96923,0.99947
0.96749,0.99945
0.96574,0.99943
0.96384,0.99941
0.96177,0.99939
0.95983,0.99936
0.95775,0.99931
0.95558,0.99927
0.95341,0.99923
0.95105,0.99914
0.94871,0.9991
0.9462,0.99903
0.9437,0.99895
0.94107,0.99894
0.93837,0.99888
0.93538,0.99882
0.9321,0.9988
0.92889,0.99874
0.92559,0.99868
0.92228,0.99862
0.91892,0.99853
0.91545,0.99846
0.91183,0.99836
0.90819,0.99821
0.90451,0.99816
0.90042,0.9981
0.89667,0.99802
0.89283,0.99798
0.88894,0.99778
0.88507,0.99773
0.88095,0.99764
0.87696,0.99756
0.87289,0.99746
0.86908,0.99734
0.86511,0.99723
0.86123,0.99716
0.85737,0.99702
0.85342,0.99694
0.84961,0.99684
0.84298,0.99673
0.83925,0.99664
0.83499,0.99654
0.83129,0.99636
0.82766,0.99613
0.82395,0.99606
0.82007,0.99593
0.81626,0.99575
0.81267,0.99562
0.809,0.99546
0.80535,0.99533
0.8018,0.9951
0.7983,0.99496
0.79471,0.99476
0.7912,0.99462
0.78658,0.9944
0.78331,0.99418
0.78006,0.99406
0.77681,0.99398
0.77337,0.99385
0.77001,0.99368
0.76671,0.99347
0.76318,0.99329
0.75976,0.99325
0.75623,0.99307
0.75267,0.99285
0.74895,0.99257
0.74505,0.99238
0.74123,0.99214
0.7372,0.9919
0.73312,0.9917
0.72852,0.99147
0.72388,0.99133
0.71872,0.9911
0.71365,0.9908
0.70916,0.99051
0.70447,0.9903
0.7,0.98999
0.69533,0.98968
0.69067,0.98944
0.68624,0.98925
0.68198,0.98897
0.67775,0.9889
0.67326,0.98868
0.669,0.98847
0.66509,0.98825
0.66029,0.98809
0.6562,0.98784
0.65232,0.98758
0.64864,0.98737
0.64497,0.98721
0.64116,0.98706
