1,1
0.97326,0.99984
0.96404,0.99972
0.95655,0.99969
0.95004,0.99964
0.94431,0.99961
0.9391,0.99948
0.93425,0.9994
0.92966,0.99934
0.92534,0.99927
0.92135,0.99925
0.91761,0.99914
0.91398,0.99909
0.91051,0.99909
0.90718,0.99908
0.90405,0.99903
0.90098,0.99903
0.89802,0.99898
0.89518,0.99894
0.89236,0.99886
0.88963,0.99882
0.88701,0.9988
0.88452,0.99876
0.88209,0.99876
0.87971,0.99875
0.87733,0.99871
0.87498,0.99868
0.8727,0.99864
0.8705,0.99859
0.86834,0.99858
0.8662,0.99851
0.86411,0.99847
0.86202,0.99843
0.86002,0.99839
0.85804,0.99835
0.8561,0.9983
0.85424,0.99828
0.85242,0.99824
0.85062,0.99823
0.84882,0.9982
0.84705,0.9982
0.84528,0.99815
0.84351,0.99812
0.84178,0.9981
0.84013,0.99806
0.83849,0.99802
0.83694,0.99799
0.83528,0.99792
0.83368,0.9979
0.83209,0.99787
0.83051,0.99781
0.82901,0.9978
0.82751,0.99777
0.82604,0.99772
0.82456,0.9977
0.82312,0.99765
0.82172,0.99762
0.82033,0.9976
0.81889,0.99754
0.81743,0.9975
0.81602,0.99746
0.81469,0.99743
0.8134,0.9974
0.81205,0.99736
0.81071,0.99736
0.8094,0.99736
0.80811,0.99735
0.80683,0.99728
0.8056,0.99723
0.80429,0.9972
0.80303,0.99717
0.80181,0.99717
0.80054,0.99714
0.79931,0.99711
0.79809,0.99707
0.79691,0.99705
0.79573,0.99703
0.79457,0.99699
0.79339,0.99694
0.79224,0.9969
0.79115,0.99688
0.79,0.99684
0.78885,0.99679
0.78777,0.99679
0.78665,0.99673
0.78555,0.99669
0.78448,0.99668
0.78335,0.99662
0.78231,0.9966
0.7812,0.99655
0.78011,0.99651
0.77901,0.99647
0.77798,0.99644
0.77695,0.99637
0.7759,0.99635
0.77486,0.99631
0.77385,0.99629
0.77281,0.99627
0.7718,0.99624
0.7708,0.99624
0.76985,0.99624
0.76888,0.99621
0.76789,0.99617
0.76692,0.99615
0.76597,0.99614
0.76495,0.99613
0.76403,0.9961
0.76309,0.99608
0.76215,0.99607
0.76121,0.99602
0.76027,0.996
0.75935,0.99593
0.75843,0.99588
0.75751,0.9958
0.75661,0.99578
0.7557,0.99576
0.7548,0.9957
0.75392,0.99566
0.75303,0.99565
0.75211,0.99561
0.75125,0.99556
0.75035,0.99554
0.74947,0.9955
0.74865,0.99547
0.74775,0.99542
0.74693,0.9954
0.74604,0.99533
0.74518,0.99532
0.74432,0.99529
0.7435,0.99526
0.74266,0.99526
0.74182,0.99524
0.74099,0.9952
0.74016,0.99518
0.73935,0.99513
0.73856,0.99511
0.73774,0.99506
0.73694,0.99504
0.73613,0.99503
0.73531,0.99495
0.73451,0.99491
0.73372,0.99487
0.73293,0.99482
0.73214,0.99481
0.73137,0.9948
0.73055,0.99475
0.72979,0.99472
0.72903,0.99469
0.72823,0.99465
0.72745,0.99464
0.72668,0.99464
0.72586,0.99462
0.7251,0.9946
0.72435,0.99457
0.72358,0.99454
0.72286,0.99452
0.72212,0.99449
0.72138,0.99445
